city,state_id,state_name,county_name,lat,lng,population,density,zips
Marysville,OH,Ohio,Union,40.2279,-83.3595,25806,612.1,43040 43041
Rockville Centre,NY,New York,Nassau,40.6643,-73.6383,25784,3062.3,11570 11571
Florence,AZ,Arizona,Pinal,33.059,-111.4209,25783,158.9,85132
Palm River-Clair Mel,FL,Florida,Hillsborough,27.9239,-82.3791,25729,869.5,33619 33660
Oxford,MS,Mississippi,Lafayette,34.3627,-89.5336,25713,373,38677 38655 38675
Venice,FL,Florida,Sarasota,27.1184,-82.4137,25710,613.5,34285 34292 34275
Pace,FL,Florida,Santa Rosa,30.6188,-87.1667,25657,408.9,32571
West Chicago,IL,Illinois,DuPage,41.896,-88.2253,25632,643,60185 60186
Trussville,AL,Alabama,Jefferson,33.6405,-86.5815,25621,285,35235 35173
Tumwater,WA,Washington,Thurston,46.9891,-122.9175,25617,565.2,98501 98512 98511
Moscow,ID,Idaho,Latah,46.7308,-116.9986,25616,1431.5,83843 83844
Staunton,VA,Virginia,Staunton,38.1593,-79.0611,25581,495.8,24401 24402
Derby,KS,Kansas,Sedgwick,37.5571,-97.2551,25551,947.5,67037
Stevens Point,WI,Wisconsin,Portage,44.5241,-89.5507,25549,574.7,54481 54482
Okemos,MI,Michigan,Ingham,42.7057,-84.4135,25549,585.2,48864 48805
Cliffside Park,NJ,New Jersey,Bergen,40.8222,-73.9879,25546,10319.8,7010
Xenia,OH,Ohio,Greene,39.6829,-83.9413,25499,753.7,45385
Fort Hood,TX,Texas,Coryell,31.1357,-97.7834,25476,508,76544
Kalispell,MT,Montana,Flathead,48.2153,-114.3274,25473,783.3,59901 59904
South Bradenton,FL,Florida,Manatee,27.4612,-82.5822,25471,2185.4,34205 34207 34210
Mercer Island,WA,Washington,King,47.5661,-122.232,25464,1540.4,98040
Silver Springs Shores,FL,Florida,Marion,29.1126,-82.0149,25453,658.1,34472
West Whittier-Los Nietos,CA,California,Los Angeles,33.9759,-118.0689,25442,3897.5,90606 90610
Peekskill,NY,New York,Westchester,41.2884,-73.9227,25401,2257.6,10566
Belvidere,IL,Illinois,Boone,42.2543,-88.8649,25389,807.4,61008
Newberg,OR,Oregon,Yamhill,45.3075,-122.9601,25379,1638.9,97132
Holt,MI,Michigan,Ingham,42.6416,-84.5308,25374,625.6,48842 48911
De Pere,WI,Wisconsin,Brown,44.4308,-88.0785,25373,819.4,54115 54344
Salem,VA,Virginia,Salem,37.2864,-80.0555,25372,674.9,24153 24155 24157
Ottumwa,IA,Iowa,Wapello,41.0195,-92.4186,25359,609.6,52501
Tarpon Springs,FL,Florida,Pinellas,28.1493,-82.7623,25355,1057.4,34689
Galt,CA,California,Sacramento,38.2698,-121.3004,25350,1369.6,95632
Hazelwood,MO,Missouri,St. Louis,38.7931,-90.3899,25345,610.1,63042 63044 63031
Norco,CA,California,Riverside,33.9252,-117.5498,25328,705.7,92860
Lafayette,CA,California,Contra Costa,37.8919,-122.1189,25310,650.4,94549
Mill Creek East,WA,Washington,Snohomish,47.8361,-122.1877,25302,2195.7,98012
Caledonia,WI,Wisconsin,Racine,42.7986,-87.8762,25277,215.8,53405 53404 53406 53402 53126 53108
Forney,TX,Texas,Kaufman,32.744,-96.4529,25269,629.2,75126
Sebastian,FL,Florida,Indian River,27.7822,-80.4819,25266,696.9,32958 32978
Kingsville,TX,Texas,Kleberg,27.5094,-97.861,25265,702.6,78363 78364
Elkridge,MD,Maryland,Howard,39.1941,-76.7428,25251,1166.2,21075 21076
Reedley,CA,California,Fresno,36.5988,-119.4471,25248,1749.8,93654
Barstow,CA,California,San Bernardino,34.8661,-117.0471,25235,235.9,92311
Avon Lake,OH,Ohio,Lorain,41.4944,-82.0159,25220,874.9,44012
Allendale,MI,Michigan,Ottawa,42.9845,-85.9499,25206,418.9,49401
University Park,TX,Texas,Dallas,32.8506,-96.7937,25179,2637.6,75225 75205 75275
Fish Hawk,FL,Florida,Hillsborough,27.8511,-82.2164,25179,599.5,33547
Melrose Park,IL,Illinois,Cook,41.903,-87.8636,25177,2233,60160 60161
Walker,MI,Michigan,Kent,42.9853,-85.7446,25175,395.5,49534 49544
Barberton,OH,Ohio,Summit,41.0095,-81.6037,25167,1077.7,44203
Carteret,NJ,New Jersey,Middlesex,40.5849,-74.2284,25161,2212.4,7008
Moses Lake,WA,Washington,Grant,47.1279,-119.2759,25155,536.2,98837
Brandon,MS,Mississippi,Rankin,32.2778,-89.9896,25142,378.3,39042 39043
North Tustin,CA,California,Orange,33.7636,-117.7947,25131,1474.4,92705 92780 92711
Conway,SC,South Carolina,Horry,33.8401,-79.0431,25121,395.8,29527 29526 29528
Edgewood,MD,Maryland,Harford,39.419,-76.2964,25116,567,21010 21040
Dickinson,ND,North Dakota,Stark,46.8918,-102.7925,25116,734.6,58601 58602
Corsicana,TX,Texas,Navarro,32.0824,-96.4665,25107,421.7,75110 75109 75151
Mequon,WI,Wisconsin,Ozaukee,43.2352,-87.9839,25102,209.4,53097 53092
Hastings,NE,Nebraska,Adams,40.5961,-98.39,25098,651.7,68901 68902
Newport,RI,Rhode Island,Newport,41.4801,-71.3203,25087,1265.2,02841 02840
Muskego,WI,Wisconsin,Waukesha,42.886,-88.1291,25073,306.3,53150
Romulus,MI,Michigan,Wayne,42.2237,-83.366,25055,271.7,48242 48174
Seal Beach,CA,California,Orange,33.7542,-118.0714,25046,855.4,90743 90740
Waukee,IA,Iowa,Dallas,41.5985,-93.8869,25045,451,50263 50003
Maywood,CA,California,Los Angeles,33.9886,-118.1877,25009,8240.9,90270
Norton Shores,MI,Michigan,Muskegon,43.1621,-86.2519,24984,415,49441 49444
Sandusky,OH,Ohio,Erie,41.4468,-82.7024,24964,1000.3,44870 44871
Sugar Hill,GA,Georgia,Gwinnett,34.108,-84.0558,24947,864,30518
Morton Grove,IL,Illinois,Cook,42.0423,-87.789,24910,1890.2,60053
Westchase,FL,Florida,Hillsborough,28.0597,-82.611,24891,963.4,33626
Loma Linda,CA,California,San Bernardino,34.045,-117.2498,24883,1104.5,92350 92354 92324 92373 92318 92357
Denison,TX,Texas,Grayson,33.7672,-96.5808,24872,330.7,75020
Watertown,NY,New York,Jefferson,43.9734,-75.9094,24859,1062.6,13601
Wyandotte,MI,Michigan,Wayne,42.2113,-83.1558,24857,1813.5,48192
Perrysburg,OH,Ohio,Wood,41.5377,-83.6413,24855,806.7,43551 43552
Fort Dodge,IA,Iowa,Webster,42.5098,-94.1751,24850,599.4,50501
Kuna,ID,Idaho,Ada,43.488,-116.3933,24845,378.6,83634 83642
Arnold,MD,Maryland,Anne Arundel,39.0437,-76.4974,24825,886,21012
Carolina Forest,SC,South Carolina,Horry,33.7651,-78.913,24823,570,29579
Avon,OH,Ohio,Lorain,41.4485,-82.0187,24822,461,44011
Riverbank,CA,California,Stanislaus,37.726,-120.9433,24803,2032.8,95367 95357
Bailey's Crossroads,VA,Virginia,Fairfax,38.8477,-77.1305,24785,4665,22041 22311
Ardmore,OK,Oklahoma,Carter,34.1949,-97.1256,24784,192,73401 73402 73403
Soledad,CA,California,Monterey,36.4432,-121.3426,24781,2145.2,93960
Zanesville,OH,Ohio,Muskingum,39.9565,-82.0132,24772,812.1,43701 43702
San Benito,TX,Texas,Cameron,26.1298,-97.644,24766,605.1,78586
Frederickson,WA,Washington,Pierce,47.0916,-122.3603,24741,844.5,98387 98375 98446
Medford,NY,New York,Suffolk,40.822,-72.9859,24738,884.5,11763
Cloverleaf,TX,Texas,Harris,29.7882,-95.1724,24735,3093.4,77015
Lutz,FL,Florida,Hillsborough,28.1396,-82.4467,24721,390.2,33548 33549 33559 33647 33675
Dinuba,CA,California,Tulare,36.5453,-119.3987,24713,1463,93618
North Potomac,MD,Maryland,Montgomery,39.0955,-77.2373,24692,1461.9,20878 20850
Bainbridge Island,WA,Washington,Kitsap,47.6439,-122.5434,24681,345.1,98110 98061
Dix Hills,NY,New York,Suffolk,40.8033,-73.3375,24652,604.4,11746
Greenbelt,MD,Maryland,Prince George's,38.9953,-76.8885,24646,1522.6,20770 20768
Bayonet Point,FL,Florida,Pasco,28.3254,-82.6834,24628,1673.9,34668 34667
Ridgeland,MS,Mississippi,Madison,32.4236,-90.1481,24618,362,39157 39158
Coral Terrace,FL,Florida,Miami-Dade,25.7464,-80.3049,24597,2827.3,33144 33155 33245
Auburn Hills,MI,Michigan,Oakland,42.6735,-83.2448,24593,570.7,48326 48321
Selma,CA,California,Fresno,36.5715,-119.6143,24576,1633.8,93662
Paris,TX,Texas,Lamar,33.6688,-95.546,24574,269.6,75462 75460 75461
Zion,IL,Illinois,Lake,42.4603,-87.8511,24570,955.3,60099
Clinton,IA,Iowa,Clinton,41.8435,-90.2412,24524,266,52732 52733 52734 52736
Centerville,OH,Ohio,Montgomery,39.6339,-84.1449,24510,862.3,45459 45458
Homer Glen,IL,Illinois,Will,41.6043,-87.9497,24507,427.7,60491
Riverside,OH,Ohio,Montgomery,39.7835,-84.1219,24482,971.9,45432 45431 45404 45424 45437
Oak Ridge,FL,Florida,Orange,28.4727,-81.4169,24476,2662.9,32809 32839
Leland,NC,North Carolina,Brunswick,34.2042,-78.0279,24473,423.2,28451 28479
Socastee,SC,South Carolina,Horry,33.6871,-79.0086,24464,706.7,29588
Farmington,UT,Utah,Davis,40.9845,-111.9065,24463,949.1,84025
Oak Harbor,WA,Washington,Island,48.2964,-122.6333,24458,978.4,98277
Herndon,VA,Virginia,Fairfax,38.9699,-77.3867,24456,2202.9,20170 20172 22095
Ponca City,OK,Oklahoma,Kay,36.7235,-97.0677,24441,513.5,74601 74604 74602
Landover,MD,Maryland,Prince George's,38.9241,-76.8875,24430,2359,20784 20785
North Augusta,SC,South Carolina,Aiken,33.5214,-81.9547,24425,442.9,29841 29860 29861
King of Prussia,PA,Pennsylvania,Montgomery,40.0963,-75.3821,24423,1110.1,19406 19484
Decatur,GA,Georgia,DeKalb,33.7711,-84.2963,24421,2051.2,30030 30031 30036
Faribault,MN,Minnesota,Rice,44.2996,-93.2789,24418,608.2,55021
North Laurel,MD,Maryland,Howard,39.1285,-76.8476,24414,1454.2,20723
Bay Point,CA,California,Contra Costa,38.0329,-121.9615,24407,1466.4,94565
Happy Valley,OR,Oregon,Clackamas,45.4358,-122.5081,24381,811.6,97015 97089 97086
Port St. John,FL,Florida,Brevard,28.4757,-80.8104,24366,1009.3,32927
Benbrook,TX,Texas,Tarrant,32.6788,-97.4637,24366,874.2,76116 76126
West Memphis,AR,Arkansas,Crittenden,35.153,-90.1996,24351,326,72301 72364 72303
Kerrville,TX,Texas,Kerr,30.0398,-99.132,24333,421.5,78028
Ballenger Creek,MD,Maryland,Frederick,39.3807,-77.4206,24325,869.9,21704 21703
Ladera Ranch,CA,California,Orange,33.5492,-117.6417,24323,1899.1,92694
White Bear Lake,MN,Minnesota,Ramsey,45.0656,-93.015,24317,1167.1,55110
Collinsville,IL,Illinois,Madison,38.677,-90.0063,24294,622.2,62234
Elmwood Park,IL,Illinois,Cook,41.9225,-87.8163,24281,4912.5,60707
Starkville,MS,Mississippi,Oktibbeha,33.4608,-88.8297,24274,367.3,39759 39760
South Plainfield,NJ,New Jersey,Middlesex,40.5748,-74.4152,24273,1129.7,7080
Westmont,IL,Illinois,DuPage,41.7948,-87.9742,24271,1869,60559
Wekiwa Springs,FL,Florida,Seminole,28.6984,-81.4251,24270,1091.2,32779 32752 32791
Palmetto Bay,FL,Florida,Miami-Dade,25.6219,-80.3221,24267,1130.9,33158 33157 33257
Somerset,NJ,New Jersey,Somerset,40.5083,-74.501,24246,1479.1,8873
Fairfax,VA,Virginia,Fairfax,38.8531,-77.2997,24242,1499.8,22031 22030 22037
Belton,MO,Missouri,Cass,38.8192,-94.5335,24241,657,64012
North Lynnwood,WA,Washington,Snohomish,47.8533,-122.2762,24235,2992,98087 98037
Pelham,AL,Alabama,Shelby,33.3114,-86.7573,24221,241.4,35124
Yukon,OK,Oklahoma,Canadian,35.5201,-97.7639,24198,352,73099 73085
Simpsonville,SC,South Carolina,Greenville,34.7287,-82.2569,24133,988.5,29680 29681
Emporia,KS,Kansas,Lyon,38.4028,-96.1932,24118,756.2,66801
Saginaw,TX,Texas,Tarrant,32.8657,-97.3654,24106,1216.4,76131 76179
Bloomingdale,FL,Florida,Hillsborough,27.8784,-82.2624,24103,1144.1,33596 33511
Wadsworth,OH,Ohio,Medina,41.0279,-81.7323,24073,820,44281 44282
Rolling Meadows,IL,Illinois,Cook,42.0747,-88.0252,24054,1653.8,60008
Solon,OH,Ohio,Cuyahoga,41.3865,-81.44,24053,457.2,44139
Mandan,ND,North Dakota,Morton,46.829,-100.887,24049,686.9,58554
Auburn,ME,Maine,Androscoggin,44.0851,-70.2492,24038,156.4,04210 04211 04212 04223
Bellview,FL,Florida,Escambia,30.462,-87.312,24035,796.8,32526
Columbus,NE,Nebraska,Platte,41.4366,-97.3565,24035,897.4,68601 68602
Jasmine Estates,FL,Florida,Pasco,28.293,-82.6907,24032,2555.8,34668
Kingston,NY,New York,Ulster,41.9295,-73.9968,24018,1239.4,12401 12402
Papillion,NE,Nebraska,Sarpy,41.1511,-96.0665,24016,773.1,68046 68128 68133 68138
Burlington,IA,Iowa,Des Moines,40.8071,-91.1247,23976,642.5,52601
San Fernando,CA,California,Los Angeles,34.2886,-118.4362,23958,3895.9,91340 91341
Columbus,MS,Mississippi,Lowndes,33.5088,-88.4096,23896,368.3,39702 39701 39705
Freeport,IL,Illinois,Stephenson,42.2891,-89.6346,23884,777.1,61032
Johnston,IA,Iowa,Polk,41.691,-93.7234,23856,473,50131
Rosemont,CA,California,Sacramento,38.5478,-121.3553,23845,2098.8,95827 95826
South Elgin,IL,Illinois,Kane,41.9906,-88.3135,23841,1304.1,60177
Webster Groves,MO,Missouri,St. Louis,38.5866,-90.3544,23838,1556.5,63119
Willoughby,OH,Ohio,Lake,41.6459,-81.4084,23823,898.5,44094 44096
Farragut,TN,Tennessee,Knox,35.8731,-84.1821,23795,575,37934
Highland,IN,Indiana,Lake,41.5483,-87.4588,23794,1324.2,46322
Fountain Hills,AZ,Arizona,Maricopa,33.6073,-111.7398,23739,451.9,85268 85269
Munster,IN,Indiana,Lake,41.5468,-87.504,23731,1216.5,46321
Waverly,MI,Michigan,Eaton,42.7401,-84.6354,23723,1006.2,48917 48908
Patterson,CA,California,Stanislaus,37.4758,-121.1536,23678,1174.1,95363
Shelbyville,TN,Tennessee,Bedford,35.4987,-86.4517,23676,495.8,37160 37161 37162
Muscatine,IA,Iowa,Muscatine,41.4195,-91.068,23671,502.3,52761
Greenfield,IN,Indiana,Hancock,39.7937,-85.7738,23669,658,46140
Champlin,MN,Minnesota,Hennepin,45.1702,-93.3903,23666,1121,55316
Lexington,SC,South Carolina,Lexington,33.989,-81.2202,23665,763.3,29072 29071
Roseburg,OR,Oregon,Douglas,43.2231,-123.352,23657,852,97470 97471
Kenmore,WA,Washington,King,47.7516,-122.2489,23611,1481.3,98028
Fresno,TX,Texas,Fort Bend,29.5357,-95.4696,23608,1069.3,77545
Mountain House,CA,California,San Joaquin,37.7673,-121.5449,23590,1998.4,95391
Jacksonville Beach,FL,Florida,Duval,30.2782,-81.4045,23583,1244.3,32250 32240
Middletown,DE,Delaware,New Castle,39.445,-75.7183,23573,726.8,19709
Brookings,SD,South Dakota,Brookings,44.3022,-96.7859,23530,668.9,57007 57006
Nixa,MO,Missouri,Christian,37.0453,-93.2959,23523,976.9,65714
Watauga,TX,Texas,Tarrant,32.8719,-97.2515,23509,2182.4,76148
Marshall,TX,Texas,Harrison,32.537,-94.3515,23509,305,75672 75670
Lisle,IL,Illinois,DuPage,41.7918,-88.0888,23499,1316.5,60532
Gardner,KS,Kansas,Johnson,38.8122,-94.9275,23488,742.4,66030
Farmington,MN,Minnesota,Dakota,44.6572,-93.1687,23487,620.2,55024
Griffin,GA,Georgia,Spalding,33.2418,-84.2748,23485,645.6,30224 30223
Maple Heights,OH,Ohio,Cuyahoga,41.4094,-81.5625,23473,1753.3,44137
Copiague,NY,New York,Suffolk,40.6707,-73.3922,23442,2927,11726 11757 11701
Vega Baja,PR,Puerto Rico,Vega Baja,18.4406,-66.3997,23418,1483.4,693
Van Buren,AR,Arkansas,Crawford,35.4483,-94.3528,23398,583.7,72956 72957
Clinton,UT,Utah,Davis,41.1395,-112.0656,23389,1522.3,84015
Maywood,IL,Illinois,Cook,41.8798,-87.8442,23385,3322.7,60153
West Springfield,VA,Virginia,Fairfax,38.7771,-77.2268,23372,1875.5,22152
Rock Springs,WY,Wyoming,Sweetwater,41.5947,-109.2209,23361,456.6,82901 82902
Pottstown,PA,Pennsylvania,Montgomery,40.2508,-75.6445,23356,1858.8,19464
North Platte,NE,Nebraska,Lincoln,41.1263,-100.7641,23309,665.6,69101 69103
Camp Springs,MD,Maryland,Prince George's,38.8052,-76.9199,23269,1169.9,20744 20746 20748
Linda,CA,California,Yuba,39.1241,-121.5421,23262,1046.1,95961 95901
Martha Lake,WA,Washington,Snohomish,47.8479,-122.2327,23259,1972.6,98087 98037 98012 98208
Cockeysville,MD,Maryland,Baltimore,39.4804,-76.6294,23246,749.6,21031 21030 21065
Cottage Lake,WA,Washington,King,47.7466,-122.0755,23233,394.5,98072 98077
Raymore,MO,Missouri,Cass,38.8029,-94.4583,23232,518.1,64083
Pickerington,OH,Ohio,Fairfield,39.889,-82.7678,23229,879.9,43147
Union Hill-Novelty Hill,WA,Washington,King,47.6788,-122.0284,23173,369,98053 98077
Eastmont,WA,Washington,Snohomish,47.8968,-122.1818,23173,1749.5,98208
Ashland,CA,California,Alameda,37.6942,-122.1159,23164,4853.9,94541 94580 94578
New Brighton,MN,Minnesota,Ramsey,45.0658,-93.206,23141,1375.7,55112
Edgewater,FL,Florida,Volusia,28.9594,-80.9406,23138,361.4,32141 32168 32132
Belton,TX,Texas,Bell,31.0525,-97.479,23137,441.6,76513
Easley,SC,South Carolina,Pickens,34.8188,-82.5827,23135,684.4,29642 29640
Trotwood,OH,Ohio,Montgomery,39.7926,-84.3165,23125,292.9,45426 45417 45416
Oakdale,CA,California,Stanislaus,37.7618,-120.8468,23120,1434.1,95361
Liberty Triangle,FL,Florida,Marion,29.076,-82.2191,23112,489.2,34481 34476
Chantilly,VA,Virginia,Fairfax,38.8868,-77.4453,23107,743.4,20151 20153
Calabasas,CA,California,Los Angeles,34.1375,-118.6689,23106,650.8,91302 91372
Cartersville,GA,Georgia,Bartow,34.1644,-84.8009,23103,312.3,30121 30120
Eustis,FL,Florida,Lake,28.8563,-81.6771,23101,777.7,32726 32736 32727
Bear,DE,Delaware,New Castle,39.6189,-75.6808,23070,1539.9,19701 19702
Chester,VA,Virginia,Chesterfield,37.3531,-77.4342,23068,676.8,23831
Cataño,PR,Puerto Rico,Cataño,18.4375,-66.144,23060,1842.5,00949 00962 00963
Bloomington,CA,California,San Bernardino,34.0601,-117.4013,23051,1466,92316
Hopewell,VA,Virginia,Hopewell,37.2915,-77.2985,23046,859.4,23860
Fernley,NV,Nevada,Lyon,39.5627,-119.1906,23035,73.1,89408 89406 89429
Glassboro,NJ,New Jersey,Gloucester,39.7014,-75.1113,23014,953.4,8028
Hudson,OH,Ohio,Summit,41.2399,-81.4408,23005,346.6,44236 44237
Taylors,SC,South Carolina,Greenville,34.9157,-82.3124,23005,841,29687
Radcliff,KY,Kentucky,Hardin,37.8204,-85.9365,22981,664.3,40160 42701 40159
Watertown,WI,Wisconsin,Jefferson,43.1893,-88.7285,22978,735.5,53098 53094
Brent,FL,Florida,Escambia,30.4727,-87.2495,22969,867.2,32503 32505 32520
Woodlawn,VA,Virginia,Fairfax,38.7332,-77.1149,22966,3873.3,22309
Searcy,AR,Arkansas,White,35.2418,-91.7351,22961,484,72143 72145 72149
Crystal,MN,Minnesota,Hennepin,45.0377,-93.3599,22954,1531.8,55422 55427 55429 55428
Nocatee,FL,Florida,St. Johns,30.0927,-81.4095,22950,330.5,32095 32081
Christiansburg,VA,Virginia,Montgomery,37.1406,-80.4036,22947,606,24073 24068
Laguna Beach,CA,California,Orange,33.5455,-117.7613,22943,995.9,92651 92652
Loves Park,IL,Illinois,Winnebago,42.3364,-88.9975,22935,542.4,61111 61011 61130 61131 61132
Blue Island,IL,Illinois,Cook,41.6578,-87.6811,22934,2175,60406
Prairie Village,KS,Kansas,Johnson,38.9874,-94.6362,22922,1425,66208 66207
Keene,NH,New Hampshire,Cheshire,42.9494,-72.2998,22907,238.4,03431 03435
Garden City,NY,New York,Nassau,40.7266,-73.6447,22871,1657.3,11530 11531 11599
Roselle,IL,Illinois,DuPage,41.9809,-88.0861,22846,1595.1,60172
Machesney Park,IL,Illinois,Winnebago,42.3666,-89.0266,22840,695.2,61115
Katy,TX,Texas,Harris,29.7905,-95.8353,22826,605.9,77493 77494 77491
Millbrae,CA,California,San Mateo,37.5994,-122.4023,22825,2696.1,94030
Hialeah Gardens,FL,Florida,Miami-Dade,25.8878,-80.3569,22815,2734,33016 33018
Corcoran,CA,California,Kings,36.0841,-119.5613,22808,1180.8,93212
Brambleton,VA,Virginia,Loudoun,38.9803,-77.5323,22796,1529.4,20148
Pecan Grove,TX,Texas,Fort Bend,29.6235,-95.733,22784,1063.3,77406
Sun Valley,NV,Nevada,Washoe,39.6104,-119.777,22775,603.4,89436 89433
Duncan,OK,Oklahoma,Stephens,34.5408,-97.9215,22759,204.6,73533 73055 73534
Villa Park,IL,Illinois,DuPage,41.8865,-87.9779,22753,1860.5,60181
Junction City,KS,Kansas,Geary,39.0277,-96.8508,22738,760.4,66441
Watertown,SD,South Dakota,Codington,44.9094,-97.1532,22718,477.6,57201
Hazel Dell,WA,Washington,Clark,45.6797,-122.6553,22714,1814.4,98665
Anthem,AZ,Arizona,Maricopa,33.856,-112.1168,22708,1107.6,85086
The Crossings,FL,Florida,Miami-Dade,25.6708,-80.4018,22708,2550.4,33186
Candler-McAfee,GA,Georgia,DeKalb,33.7267,-84.2723,22707,1259,30032
Kapolei,HI,Hawaii,Honolulu,21.3399,-158.0677,22701,2006,96707
Allison Park,PA,Pennsylvania,Allegheny,40.573,-79.9603,22701,632.5,15101 15091
Athens,OH,Ohio,Athens,39.327,-82.0987,22698,880,45701
North Plainfield,NJ,New Jersey,Somerset,40.6209,-74.4386,22695,3121.2,07062 07063 07060
Cudahy,CA,California,Los Angeles,33.9631,-118.183,22657,7437.2,90201 90096
East San Gabriel,CA,California,Los Angeles,34.1157,-118.0791,22654,4015.5,91775 91776
Fairhope,AL,Alabama,Baldwin,30.5209,-87.8813,22605,590.5,36532 36559
Bonney Lake,WA,Washington,Pierce,47.1791,-122.17,22590,1061.3,98391
Summit,NJ,New Jersey,Union,40.7154,-74.3647,22555,1452.9,07901 07902
East Peoria,IL,Illinois,Tazewell,40.6736,-89.5419,22552,421,61611 61612 61635
Florida Ridge,FL,Florida,Indian River,27.5805,-80.3848,22549,810.2,32962
Horizon City,TX,Texas,El Paso,31.6799,-106.1903,22537,998.6,79928
Greenwood,SC,South Carolina,Greenwood,34.1947,-82.1542,22528,523.3,29649 29646 29647 29648
Cherry Hill,VA,Virginia,Prince William,38.5696,-77.2895,22505,1113.6,22191 22026
Corinth,TX,Texas,Denton,33.1434,-97.0682,22502,1118.3,76208 76210
Roselle,NJ,New Jersey,Union,40.6527,-74.2599,22500,3296.9,7203
Coralville,IA,Iowa,Johnson,41.699,-91.5967,22494,685.6,52241
Willowbrook,CA,California,Los Angeles,33.9209,-118.2356,22491,5180,90059 90222
Biddeford,ME,Maine,York,43.4673,-70.4511,22438,288,04005 04006 04007
Bloomingdale,IL,Illinois,DuPage,41.9497,-88.0895,22435,1280.3,60108 60117
Albertville,AL,Alabama,Marshall,34.2633,-86.2108,22433,321.5,35951 35950
Rancho San Diego,CA,California,San Diego,32.7624,-116.9197,22430,995.8,91941 92019
La Porte,IN,Indiana,LaPorte,41.6069,-86.7142,22409,725.8,46350 46352
Central Falls,RI,Rhode Island,Providence,41.8901,-71.3934,22359,7230.2,2863
Waynesboro,VA,Virginia,Waynesboro,38.0674,-78.9014,22341,576.2,22980
Acworth,GA,Georgia,Cobb,34.0566,-84.6716,22318,945.2,30144 30101
DeBary,FL,Florida,Volusia,28.8815,-81.324,22310,454.5,32713 32753
Ruston,LA,Louisiana,Lincoln,32.5328,-92.6363,22282,406,71272 71270
Brushy Creek,TX,Texas,Williamson,30.5128,-97.7386,22282,1333.6,78681 78717
Mountain Brook,AL,Alabama,Jefferson,33.4871,-86.74,22259,669.3,35213 35223 35243 35253 35297
Marina,CA,California,Monterey,36.681,-121.7892,22253,964.6,93933
Kihei,HI,Hawaii,Maui,20.7653,-156.4454,22247,917.3,96753
West Carson,CA,California,Los Angeles,33.8229,-118.2931,22240,3789.7,90710 90502
Silver Firs,WA,Washington,Snohomish,47.8635,-122.1497,22230,1252.1,98296 98012 98208
Sunny Isles Beach,FL,Florida,Miami-Dade,25.9385,-80.1246,22202,8482.5,33160
Chalmette,LA,Louisiana,St. Bernard,29.9438,-89.966,22192,1194.3,70043 70032 70044
McNair,VA,Virginia,Fairfax,38.9513,-77.4115,22187,4195.2,20171
Granite Bay,CA,California,Placer,38.7601,-121.1714,22180,397.4,95746 95650
Ensley,FL,Florida,Escambia,30.5259,-87.2733,22148,699.8,32514 32534
Golden Valley,MN,Minnesota,Hennepin,44.9901,-93.3591,22142,838.4,55422 55427 55426 55416
West Rancho Dominguez,CA,California,Los Angeles,33.9057,-118.2683,22141,2152.8,90061 90248 90059 90220
World Golf Village,FL,Florida,St. Johns,29.9654,-81.4896,22137,316.3,32092 32095
